ID,Probe_Id,Definition,Ontology_Component,Ontology_Process,Ontology_Function,Chromosome,Probe_Coordinates,Cytoband,Probe_Chr_Orientation,RefSeq_ID,Entrez_Gene_ID,Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
C10orf132,ILMN_1717887,"Homo sapiens chromosome 10 open reading frame 132 (C10orf132), mRNA.",,,,10,99617480-99617529,10q24.2a,+,NM_001010917.1,401647,C10orf132,1.752870825436716,5.766848574923421,13.745961863883338,2.5448569100665256e-26,7.73580918762032e-25,49.19143378200628
ADAMTS1,ILMN_1673566,"Homo sapiens ADAM metallopeptidase with thrombospondin type 1 motif, 1 (ADAMTS1), mRNA.",extracellular matrix (sensu Metazoa) [goid 5578] [evidence IEA],negative regulation of cell proliferation [goid 8285] [pmid 10438512] [evidence TAS]; integrin-mediated signaling pathway [goid 7229] [pmid 8995297] [evidence TAS],zinc ion binding [goid 8270] [evidence IEA]; metal ion binding [goid 46872] [evidence IEA]; integrin binding [goid 5178] [evidence NR ]; heparin binding [goid 8201] [evidence IEA]; metalloendopeptidase activity [goid 4222] [evidence IEA],21,27130839-27130888,21q21.3a,-,NM_006988.3,9510,ADAMTS1,-2.777240520529496,8.645237933478061,-13.730163867369908,2.7687215454446463e-26,8.390130530791435e-25,49.1073733297297
CDT1,ILMN_1651237,"Homo sapiens chromatin licensing and DNA replication factor 1 (CDT1), mRNA.",nucleus [goid 5634] [pmid 11125146] [evidence IDA]; replication fork [goid 5657] [evidence IPI],DNA replication checkpoint [goid 76] [pmid 14672932] [evidence IDA]; regulation of DNA replication initiation [goid 30174] [pmid 11125146] [evidence IDA]; DNA replication [goid 6260] [evidence IEA]; cell cycle [goid 7049] [evidence IEA],DNA binding [goid 3677] [evidence ISS]; protein binding [goid 5515] [pmid 14672932] [evidence IPI],16,87403077-87403126,16q24.3a,+,NM_030928.2,81620,CDT1,1.8892806172813552,6.493916125881824,13.728934660239565,2.786946949768261e-26,8.419384151120922e-25,49.100831821600266
GFRA2,ILMN_1656300,"Homo sapiens GDNF family receptor alpha 2 (GFRA2), mRNA.",membrane [goid 16020] [evidence IEA]; extrinsic to membrane [goid 19898] [pmid 10829012] [evidence TAS],transmembrane receptor protein tyrosine kinase signaling pathway [goid 7169] [pmid 9192898] [evidence TAS],receptor activity [goid 4872] [evidence IEA]; glial cell line-derived neurotrophic factor receptor activity [goid 16167] [pmid 10829012] [evidence TAS]; GPI anchor binding [goid 48503] [evidence IEA],8,,8p21.3b,-,NM_001495.4,2675,GFRA2,-1.2824123612746599,8.016321203682972,-13.728929946018757,2.7870170785080805e-26,8.419384151120922e-25,49.100806733527406
CD53,ILMN_1662843,"Homo sapiens CD53 antigen (CD53), mRNA.",plasma membrane [goid 5886] [pmid 8452817] [evidence TAS]; integral to plasma membrane [goid 5887] [evidence NR ]; plasma membrane [goid 5886] [pmid 8452817] [evidence TAS]; integral to plasma membrane [goid 5887] [evidence NR ],antimicrobial humoral response (sensu Vertebrata) [goid 19735] [evidence NR ]; signal transduction [goid 7165] [pmid 8404042] [evidence NAS]; signal transduction [goid 7165] [pmid 8404042] [evidence NAS]; antimicrobial humoral response (sensu Vertebrata) [goid 19735] [evidence NR ],,1,111243669-111243718,1p13.3a,+,NM_000560.2,963,CD53,-1.633259373815556,8.355180434860685,-13.720781756237932,2.91091452385836e-26,8.780057197736865e-25,49.057440802530984
FOXM1,ILMN_1716400,"Homo sapiens forkhead box M1 (FOXM1), transcript variant 1, mRNA.",nucleus [goid 5634] [evidence IEA],"regulation of transcription, DNA-dependent [goid 6355] [evidence IEA]; transcription [goid 6350] [evidence IEA]",sequence-specific DNA binding [goid 43565] [evidence IEA]; transcription factor activity [goid 3700] [evidence IEA]; protein binding [goid 5515] [pmid 10523841] [evidence IPI],12,2837460-2837509,12p13.33a,-,NM_202002.1,2305,FOXM1,1.7165014311122109,6.00682029697295,13.717262314797628,2.966124246914002e-26,8.932755942985985e-25,49.03870792902301
Pfs2,ILMN_1809590,"Homo sapiens GINS complex subunit 2 (Psf2 homolog) (GINS2), mRNA.",nucleus [goid 5634] [evidence IEA],DNA replication [goid 6260] [evidence IEA],,16,84268826-84268875,16q24.1b,-,NM_016095.1,51659,Pfs2,1.9997225105322256,7.608417169693997,13.700748830314437,3.2395353740199017e-26,9.726093491953434e-25,48.95079692181796
APIN,ILMN_1729851,"Homo sapiens APin protein (APIN), mRNA.",,,,4,71103111-71103160,4q13.3a,+,NM_017855.2,54959,APIN,-1.3699191315133286,5.956305225093699,-13.694273039380901,3.3535323683896135e-26,1.005285818431871e-24,48.91631575479891
RETN,ILMN_1675190,"Homo sapiens resistin (RETN), mRNA.",extracellular region [goid 5576] [evidence NAS],,hormone activity [goid 5179] [evidence NAS],19,7640707-7640756,19p13.2e,+,NM_020415.2,56729,RETN,-3.1720255205960344,7.280284249625895,-13.692211124519867,3.3906674874960406e-26,1.0148564668795753e-24,48.90533603580581
TLCD1,ILMN_1784655,"Homo sapiens TLC domain containing 1 (TLCD1), mRNA.",integral to membrane [goid 16021] [evidence IEA],,,17,24075691-24075740,17q11.2a,-,NM_138463.2,116238,TLCD1,1.8623320325727288,8.221586932902987,13.684859622129572,3.526457846134749e-26,1.0538808455818341e-24,48.86618609284407
KIF15,ILMN_1753063,"Homo sapiens kinesin family member 15 (KIF15), mRNA.",plus-end kinesin complex [goid 5873] [pmid 10878014] [evidence TAS]; centrosome [goid 5813] [pmid 10878014] [evidence TAS]; microtubule associated complex [goid 5875] [evidence IEA],cell proliferation [goid 8283] [pmid 10878014] [evidence TAS]; microtubule-based movement [goid 7018] [evidence IEA]; mitosis [goid 7067] [pmid 10878014] [evidence TAS],microtubule motor activity [goid 3777] [evidence IEA]; DNA binding [goid 3677] [pmid 10878014] [evidence TAS]; ATP binding [goid 5524] [evidence IEA],3,44868721-44868770,3p21.31k,+,NM_020242.1,56992,KIF15,1.3755333772871863,5.763696724264894,13.676123653056703,3.694932951444364e-26,1.1008527302583094e-24,48.81965694971552
GRTP1,ILMN_1745068,"Homo sapiens growth hormone regulated TBC protein 1 (GRTP1), mRNA.",,,,13,113027458-113027507,13q34d,-,NM_024719.2,79774,GRTP1,1.3758993713937633,6.657463874077349,13.672306883402927,3.7710526607868935e-26,1.1193977865638436e-24,48.799326085836185
C2orf11,ILMN_1801441,"Homo sapiens raftlin family member 2 (RFTN2), mRNA.",,,,2,198143958-198144007,2q33.1b,-,NM_144629.1,130132,C2orf11,-1.8037211361896794,7.14757536381163,-13.671855521965648,3.7801577806466976e-26,1.1193977865638436e-24,48.79692172342401
NEK2,ILMN_1653822,"Homo sapiens NIMA (never in mitosis gene a)-related kinase 2 (NEK2), mRNA.",centrosome [goid 5813] [pmid 9430639] [evidence TAS]; nucleus [goid 5634] [evidence IEA]; centrosome [goid 5813] [pmid 9430639] [evidence TAS]; nucleus [goid 5634] [evidence IEA],regulation of mitosis [goid 7088] [pmid 9430639] [evidence TAS]; meiosis [goid 7126] [evidence IEA]; cell cycle [goid 7049] [evidence IEA]; protein amino acid phosphorylation [goid 6468] [evidence IEA]; cell division [goid 51301] [evidence IEA]; regulation of mitosis [goid 7088] [pmid 9430639] [evidence TAS]; meiosis [goid 7126] [evidence IEA]; cell cycle [goid 7049] [evidence IEA]; protein amino acid phosphorylation [goid 6468] [evidence IEA]; cell division [goid 51301] [evidence IEA],transferase activity [goid 16740] [evidence IEA]; nucleotide binding [goid 166] [evidence IEA]; ATP binding [goid 5524] [evidence IEA]; magnesium ion binding [goid 287] [evidence IEA]; protein serine/threonine kinase activity [goid 4674] [pmid 9430639] [evidence TAS]; protein binding [goid 5515] [pmid 9647649] [evidence IPI]; transferase activity [goid 16740] [evidence IEA]; nucleotide binding [goid 166] [evidence IEA]; ATP binding [goid 5524] [evidence IEA]; magnesium ion binding [goid 287] [evidence IEA]; protein serine/threonine kinase activity [goid 4674] [pmid 9430639] [evidence TAS]; protein binding [goid 5515] [pmid 9647649] [evidence IPI],1,209903459-209903508,1q32.3a,-,NM_002497.2,4751,NEK2,1.3765079511285148,5.834194297800831,13.669778325789242,3.822345287254982e-26,1.1301729578476985e-24,48.78585644801464
NDN,ILMN_1692058,"Homo sapiens necdin homolog (mouse) (NDN), mRNA.",nucleus [goid 5634] [evidence IEA],"transcription [goid 6350] [evidence IEA]; negative regulation of cell proliferation [goid 8285] [pmid 9630521] [evidence TAS]; regulation of transcription, DNA-dependent [goid 6355] [evidence IEA]; regulation of cell growth [goid 1558] [evidence IEA]",DNA binding [goid 3677] [evidence IEA],15,21482033-21482082,15q11.2d,-,NM_002487.2,4692,NDN,-1.6474045009870508,10.744436828841105,-13.666466671293987,3.8905834163239833e-26,1.1486063313192851e-24,48.76821438347095
EPB41L3,ILMN_2109197,"Homo sapiens erythrocyte membrane protein band 4.1-like 3 (EPB41L3), mRNA.",plasma membrane [goid 5886] [pmid 9892180] [evidence NAS]; intercellular junction [goid 5911] [pmid 12234973] [evidence IDA]; cytoskeleton [goid 5856] [evidence IEA]; cytoplasm [goid 5737] [evidence IEA],cortical actin cytoskeleton organization and biogenesis [goid 30866] [evidence IEA],binding [goid 5488] [evidence IEA]; structural molecule activity [goid 5198] [evidence IEA]; actin binding [goid 3779] [evidence IEA],18,5382986-5383035,18p11.31c-p11.31b,-,NM_012307.2,23136,EPB41L3,-1.8448930346297852,8.386897844535497,-13.665098997263623,3.919120304210218e-26,1.1552807734876868e-24,48.760928133609376
KLF13,ILMN_1679929,"Homo sapiens Kruppel-like factor 13 (KLF13), mRNA.",nucleus [goid 5634] [evidence IEA]; intracellular [goid 5622] [evidence IEA],"transcription [goid 6350] [evidence IEA]; transcription from RNA polymerase II promoter [goid 6366] [pmid 10023774] [evidence TAS]; regulation of transcription, DNA-dependent [goid 6355] [evidence IEA]",RNA polymerase II transcription factor activity [goid 3702] [pmid 10023774] [evidence TAS]; DNA binding [goid 3677] [evidence IEA]; zinc ion binding [goid 8270] [evidence IEA]; metal ion binding [goid 46872] [evidence IEA],15,29456936-29456985,15q13.3a,+,NM_015995.2,51621,KLF13,-1.387131666963807,10.383858203264246,-13.654658776260197,4.143991949860763e-26,1.219723310317779e-24,48.70530260067939
GJA4,ILMN_1671106,"Homo sapiens gap junction protein, alpha 4, 37kDa (GJA4), mRNA.",integral to plasma membrane [goid 5887] [pmid 7680674] [evidence TAS]; membrane [goid 16020] [evidence IEA]; connexon complex [goid 5922] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA],intercellular junction assembly [goid 7043] [pmid 7680674] [evidence TAS]; transport [goid 6810] [pmid 7680674] [evidence TAS]; cell communication [goid 7154] [evidence IEA],connexon channel activity [goid 15285] [pmid 7680674] [evidence TAS],1,35033688-35033737,1p34.3f,+,NM_002060.2,2701,GJA4,-1.7496057366096176,8.309775111626426,-13.654365473599935,4.150492944704486e-26,1.2197941934776305e-24,48.70373974248448
CD300LF,ILMN_2112357,"Homo sapiens CD300 molecule-like family member f (CD300LF), mRNA.",membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA],,receptor activity [goid 4872] [evidence IEA],17,70202077-70202126,17q25.1b,-,NM_139018.2,146722,CD300LF,-2.0734697999546556,8.319513552503922,-13.641833850507401,4.4380240531917245e-26,1.30233281139218e-24,48.63695803687602
ABCB9,ILMN_2343047,"Homo sapiens ATP-binding cassette, sub-family B (MDR/TAP), member 9 (ABCB9), transcript variant 2, mRNA.",lysosome [goid 5764] [evidence IEA]; integral to membrane [goid 16021] [pmid 10748049] [evidence NAS]; ATP-binding cassette (ABC) transporter complex [goid 43190] [pmid 10748049] [evidence NAS]; membrane [goid 16020] [evidence IEA]; endoplasmic reticulum [goid 5783] [evidence IEA]; lysosome [goid 5764] [evidence IEA]; integral to membrane [goid 16021] [pmid 10748049] [evidence NAS]; ATP-binding cassette (ABC) transporter complex [goid 43190] [pmid 10748049] [evidence NAS]; membrane [goid 16020] [evidence IEA]; endoplasmic reticulum [goid 5783] [evidence IEA],oligopeptide transport [goid 6857] [evidence IEA]; transport [goid 6810] [evidence IEA]; protein transport [goid 15031] [evidence IEA]; spermatogenesis [goid 7283] [pmid 10748049] [evidence TAS]; oligopeptide transport [goid 6857] [evidence IEA]; transport [goid 6810] [evidence IEA]; protein transport [goid 15031] [evidence IEA]; spermatogenesis [goid 7283] [pmid 10748049] [evidence TAS],"ATPase activity, coupled to transmembrane movement of substances [goid 42626] [evidence IEA]; ATPase activity [goid 16887] [evidence IEA]; transporter activity [goid 5215] [pmid 10748049] [evidence TAS]; nucleotide binding [goid 166] [evidence IEA]; ATP binding [goid 5524] [pmid 10748049] [evidence NAS]; oligopeptide transporter activity [goid 15198] [evidence IEA]; ATPase activity, coupled to transmembrane movement of substances [goid 42626] [evidence IEA]; ATPase activity [goid 16887] [evidence IEA]; transporter activity [goid 5215] [pmid 10748049] [evidence TAS]; nucleotide binding [goid 166] [evidence IEA]; ATP binding [goid 5524] [pmid 10748049] [evidence NAS]; oligopeptide transporter activity [goid 15198] [evidence IEA]",12,121979605-121979654,12q24.31d,-,NM_019624.2,23457,ABCB9,1.723934844745827,7.8878491518920395,13.636979458226627,4.5547016254953385e-26,1.3325579755672174e-24,48.611084955901546
GATA2,ILMN_2102670,"Homo sapiens GATA binding protein 2 (GATA2), mRNA.",nucleus [goid 5634] [pmid 1370462] [evidence TAS],"regulation of transcription, DNA-dependent [goid 6355] [evidence IEA]; positive regulation of phagocytosis [goid 50766] [evidence ISS]; transcription [goid 6350] [evidence IEA]; phagocytosis [goid 6909] [evidence IEA]; transcription from RNA polymerase II promoter [goid 6366] [pmid 1370462] [evidence TAS]",zinc ion binding [goid 8270] [evidence IEA]; metal ion binding [goid 46872] [evidence IEA]; sequence-specific DNA binding [goid 43565] [evidence IEA]; transcription factor activity [goid 3700] [pmid 8078582] [evidence TAS],3,129681589-129681638,3q21.3c,-,NM_032638.3,2624,GATA2,-2.164165017455761,7.1952134401663255,-13.635151740318427,4.59942480531619e-26,1.3416136576584724e-24,48.60134298876665
GAB2,ILMN_1665964,"Homo sapiens GRB2-associated binding protein 2 (GAB2), transcript variant 1, mRNA.",,,,11,77604355-77604404,11q14.1a,-,NM_080491.1,9846,GAB2,-1.328978674060787,8.845891371358409,-13.621787655344411,4.940105232684174e-26,1.4388333401920946e-24,48.530101713510255
NIP,ILMN_1710622,"Homo sapiens dual oxidase maturation factor 1 (DUOXA1), mRNA.",,,,15,43197005-43197054,15q21.1a,-,NM_144565.2,90527,NIP,-2.186383237558232,7.8985538097471215,-13.619892168479444,4.9904334331507773e-26,1.4513223200737746e-24,48.51999596775957
PTK6,ILMN_1764508,"Homo sapiens PTK6 protein tyrosine kinase 6 (PTK6), mRNA.",nucleus [goid 5634] [evidence IEA],protein amino acid phosphorylation [goid 6468] [pmid 8036022] [evidence TAS]; intracellular signaling cascade [goid 7242] [evidence IEA],ATP binding [goid 5524] [evidence IEA]; transferase activity [goid 16740] [evidence IEA]; nucleotide binding [goid 166] [evidence IEA]; non-membrane spanning protein tyrosine kinase activity [goid 4715] [pmid 8036022] [evidence TAS],20,61630757-61630806,20q13.33e,-,NM_005975.2,5753,PTK6,1.6699521888286224,7.119485732842091,13.619547401264706,4.999642685115877e-26,1.4518336470861828e-24,48.51815781486411
PODXL2,ILMN_1657347,"Homo sapiens podocalyxin-like 2 (PODXL2), mRNA.",integral to plasma membrane [goid 5887] [pmid 10722749] [evidence TAS],,glycosaminoglycan binding [goid 5539] [pmid 10722749] [evidence TAS],3,128874153-128874202,3q21.3b,+,NM_015720.1,50512,PODXL2,2.7334501553954684,8.056898754019812,13.619175075018138,5.0096072280423534e-26,1.4525624529524592e-24,48.516172717047816
LOC647954,ILMN_1687867,"PREDICTED: Homo sapiens similar to Keratin, type II cytoskeletal 8 (Cytokeratin-8) (CK-8) (Keraton-8) (K8) (LOC647954), mRNA.",,,,,,,,XM_938141.1,647954,LOC647954,1.7506812884555014,9.035024715992193,13.609969187535116,5.262421438082811e-26,1.523600025572713e-24,48.46708662578801
SELP,ILMN_1715417,"Homo sapiens selectin P (granule membrane protein 140kDa, antigen CD62) (SELP), mRNA.",platelet alpha granule membrane [goid 31092] [pmid 15297306] [evidence IDA]; membrane fraction [goid 5624] [pmid 15297306] [evidence IDA]; membrane [goid 16020] [evidence IEA]; soluble fraction [goid 5625] [pmid 1701178] [evidence TAS]; integral to plasma membrane [goid 5887] [pmid 1701178] [evidence TAS]; plasma membrane [goid 5886] [pmid 1701178] [evidence TAS],cell adhesion [goid 7155] [pmid 2466574] [evidence TAS],protein binding [goid 5515] [pmid 11237770] [evidence IPI]; sugar binding [goid 5529] [evidence IEA],1,167824803-167824852,1q24.2b,-,NM_003005.2,6403,SELP,-1.941910403747289,6.585264951627479,-13.602309253323764,5.482509623040515e-26,1.5849658754442793e-24,48.426237897339604
TACC3,ILMN_1724407,"Homo sapiens transforming, acidic coiled-coil containing protein 3 (TACC3), mRNA.",,,,4,1716348-1716357:1716473-1716512,4p16.3b,+,NM_006342.1,10460,TACC3,1.4673681352272343,7.419627372630388,13.600925116937846,5.52325316514534e-26,1.5943790803386216e-24,48.418856052756
MAL,ILMN_2320330,"Homo sapiens mal, T-cell differentiation protein (MAL), transcript variant a, mRNA.",lipid raft [goid 45121] [pmid 12153479] [evidence IDA]; insoluble fraction [goid 5626] [pmid 9003426] [evidence TAS]; membrane fraction [goid 5624] [pmid 9003426] [evidence TAS]; integral to plasma membrane [goid 5887] [pmid 9003426] [evidence TAS]; membrane [goid 16020] [evidence IEA]; endoplasmic reticulum [goid 5783] [pmid 8132541] [evidence IDA]; apical plasma membrane [goid 16324] [pmid 10739088] [evidence TAS]; endosome [goid 5768] [pmid 9003426] [evidence TAS],apical protein localization [goid 45176] [pmid 10739088] [evidence TAS]; induction of apoptosis [goid 6917] [pmid 10366425] [evidence NAS]; lipid raft polarization [goid 1766] [pmid 12153479] [evidence TAS]; signal transduction [goid 7165] [pmid 3494249] [evidence TAS]; cell differentiation [goid 30154] [pmid 10739088] [evidence TAS]; central nervous system development [goid 7417] [pmid 10739088] [evidence TAS]; myelination [goid 42552] [pmid 12153479] [evidence NAS],apoptotic protease activator activity [goid 16505] [pmid 10366425] [evidence NAS]; structural constituent of myelin sheath [goid 19911] [pmid 12153479] [evidence IDA]; channel or pore class transporter activity [goid 15267] [pmid 3494249] [evidence TAS]; lipid binding [goid 8289] [pmid 10739088] [evidence TAS],2,95082940-95082989,2q11.1c,+,NM_002371.2,4118,MAL,-2.208882295359386,8.87018260391999,-13.591290494765444,5.815400440546481e-26,1.6762289583439082e-24,48.367468226324874
